name,scryfall_id
Bloodtithe Harvester,f0192cf7-3391-4720-b9c8-72dec5dde01e
"Ragavan, Nimble Pilferer",a9738cda-adb1-47fb-9f4c-ecd930228c4d
Six,f9246b68-580f-4f53-883d-7900880e4b0d
Taiga,01006833-6007-4c16-9ebb-20d31c60a57a
Flametongue Yearling,33ab05b5-d6f5-439c-9aed-1a58ceb282ad
Unstoppable Slasher,c78da035-6b5b-4136-9ab6-f622b64fdc54
"Shadow, Mysterious Assassin",f88d81d9-8ded-4c20-8237-2218046595fb
Mesmeric Fiend,1785cb18-c291-4fd5-b8c7-ace893c32e49
Verdant Catacombs,15faa763-b897-4e86-b094-73f3236291a9
Ursine Monstrosity,73cc6df4-3564-4ace-bf8a-eac3e62d725a
Dauthi Voidwalker,29632951-3c3d-478c-8c5a-9a34f30a5c28
Ziatora's Proving Ground,75fdce80-e338-4a50-bdc6-786511feaeef
Burst Lightning,2dc16614-5cf8-444d-a5ae-cac25018af68
Deep-Cavern Bat,69c68c95-b788-43b1-9f22-1b22c5a00b25
Blood Crypt,1716b4dd-9045-462b-b053-72de450a8cde
Dismember,064dfdeb-485f-473e-9fa0-8fdb7638cdc6
Springheart Nantuko,54a3ea87-005e-4985-b2a5-21711d0b71c0
Stomping Ground,4acf970d-d2d7-413d-aba7-587ee53d8d5c
Bone Shards,1ee98955-4c47-4d45-9377-608dfa755337
Collective Brutality,cb94a02f-4660-45b6-8a39-941b710cf8f3
Commercial District,bf220c06-3cce-4bdd-aa58-83940c223e9c
Bitter Triumph,05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f
Embercleave,aaae15dd-11b6-4421-99e9-365c7fe4a5d6
Underground Mortuary,f6ca59cd-8779-4a84-a54b-e863b79c61f0
Cathartic Pyre,b045c28a-39f9-4cd9-8f3a-a626b697f409
Recurring Nightmare,b50e1800-a45c-43bd-8886-8a06145d9346
Mishra's Factory,245cdc59-d560-4c10-b721-f51cc312e370
Chainsaw,54e0c2cd-fa5f-427d-8e15-6066f002a8e3
Questing Beast,e41cf82d-3213-47ce-a015-6e51a8b07e4f
Gaea's Cradle,25b0b816-0583-44aa-9dc5-f3ff48993a51
Bonecrusher Giant,09fd2d9c-1793-4beb-a3fb-7a869f660cd4
Fiery Confluence,819a513c-3be6-4bdc-8ba6-1f7326a8f3ea
Flash,63af3c26-5b1f-46f6-9aa2-036c615bf5ea
