name,scryfall_id
"Ajani, Nacatl Pariah",0d16e8e0-31b2-4389-afd6-783c501f6fa0
Swords to Plowshares,e58e681e-a069-4414-aafe-634c7987fd0d
Umezawa's Jitte,3b6e5956-f795-451b-bb24-56462d1ced27
Voice of Victory,ec3de5f4-bb55-4ab9-995f-f3e0dc22c1bb
Parallax Wave,fe30c0ff-f74b-456a-a61e-3720d84d713f
Figure of Destiny,0da69523-cece-425a-b08a-fb27fac29374
Mana Tithe,7d48d622-f397-4f31-b1a5-0c23f60aa71c
"Adeline, Resplendent Cathar",18092f68-b96e-4084-9eba-b240d2195d81
"Lightning, Army of One",1103da9c-300c-406b-997d-9e5bb7cd02d6
Cathar Commando,a8069994-b103-40dc-9e14-062004914ec8
Luminarch Aspirant,fe964e7e-e2c5-4263-889d-0a531eb51442
Forth Eorlingas!,1e3e8085-cfcd-4e88-b441-4d1f8ac63904
Descendant of Storms,f632be90-9e7f-41f8-a52e-a2952354d730
Elite Spellbinder,9d3a7998-ccac-45ad-a4e9-3a2cb057f63b
"Phelia, Exuberant Shepherd",55707746-da6e-46e5-a5ca-7ac843fdc38e
Static Prison,dd16222e-349c-4a2b-a7c8-8eb35a8ab332
Guide of Souls,76c3cad2-1e25-4abe-878d-9194de6fcc27
Fateful Absence,eca8d6f8-c6f1-437c-99e2-4281eae14a6f
Skyclave Apparition,b83cfbaa-7890-4f6f-878b-4edb45677371
Winds of Abandon,345a4aee-5846-4ae9-9af1-4c8fe8d692ec
Mother of Runes,5b8ba842-c662-4686-bca3-93ddb7fa11a6
Earthshaker Khenra,0d60eabe-b281-4eba-9c26-287364ed2067
Incinerate,1af92296-455a-425e-9397-a96d09937767
"Inti, Seneschal of the Sun",fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd
